id,original_price,sell_price,variations_types,stocks
398812,10,10,[],0
399064,400,389,[],0
400081,29,29,[],3513
400546,10,10,[],0
401981,30,30,[],106
402063,20,20,[],131
403203,120,117,[],86
403206,20,20,[],0
403852,20,20,[],520
403854,20,20,[],932
403855,20,20,[],0
403958,740,718,[],0
403961,54,54,[],0
404379,225,219,[],117
404380,225,219,[],69
404386,225,219,[],38
404387,225,219,[],58
404954,60,59,[],0
405266,64,63,[],149
405315,30,30,[],111
405316,30,30,[],158
405317,30,30,[],112
405495,10,10,[],263
405582,350,340,[],92
407187,10,10,[],0
408962,35,35,[],0
408988,205,199,[],35
408989,55,55,[],204
409564,25,24,[],0
410589,150,146,[],48
410598,160,156,[],54
410642,160,156,[],26
410643,425,414,[],0
410644,170,166,[],31
410915,30,30,[],168
410917,30,30,[],124
410919,25,24,[],123
410920,25,24,[],94
411929,95,93,[],96
411931,95,93,[],68
412044,25,25,[],237
412109,35,35,[],0
412110,35,35,[],69
412111,35,35,[],0
412258,40,40,[],175
412274,35,34,[],45
412279,70,69,[],0
412280,70,69,[],0
413531,55,54,[],0
413533,95,93,[],0
413535,45,43,[],29
413536,45,43,[],0
413541,45,43,[],48
413542,45,43,[],29
413543,45,43,[],0
413547,70,69,[],0
413689,50,49,[],48
413691,50,49,[],0
413692,50,49,[],261
413865,63,62,[],0
414018,30,30,[],0
414092,10,10,[],2268
414096,30,30,[],173
414234,11,11,[],3972
414235,396,384,[],0
414303,250,250,[],0
414319,300,300,[],0
414328,300,300,[],0
415032,60,58,[],124
415041,10,10,[],0
415044,60,59,[],115
415270,140,135,[],49
415272,60,59,[],0
415274,60,59,[],0
415275,50,48,[],0
415276,96,93,[],0
415547,20,20,[],132
415820,30,30,[],0
415821,35,35,[],0
416280,120,117,[],0
416411,50,48,[],103
416538,30,30,[],0
417472,130,120,[],217
417542,30,30,[],184
417547,30,30,[],219
417961,70,69,[],0
418602,10,10,[],186
418603,10,10,[],263
418604,10,10,[],261
418605,15,15,[],66
418777,25,25,[],0
418778,25,25,[],0
418779,25,25,[],0
419229,5,5,[],627
419230,5,5,[],564
419888,5,5,[],1431
419937,10,10,[],0
419996,35,35,[],191
421917,35,35,[],358
421919,10,10,[],368
422437,35,35,[],406
422438,35,35,[],143
423741,10,10,[],521
100223,240,233,[],0
102774,280,273,[],3201
102830,410,396,[],0
102833,209,202,[],0
102871,570,555,[],819
103246,315,293,[],0
113817,130,127,[],39
118518,406,392,[],665
118572,680,661,[],113
118774,89,87,[],72
130138,1200,1102,[],0
130307,1320,1212,[],0
137936,750,730,[],173
146775,145,141,[],72
146778,130,130,[],0
147738,910,910,[],0
152075,1380,1267,[],0
154171,450,427,[],163
159713,320,315,[],0
180963,2760,2671,[],272
184353,685,667,[],0
186070,250,248,[],1089
186077,210,209,[],213
186232,185,184,[],440
197348,144,141,[],0
197351,240,239,[],0
199610,670,574,[],50
206980,223,220,[],0
206981,222,219,[],51
206982,235,231,[],178
226491,650,633,[],209
227052,575,565,[],58
229789,110,107,[],43
229791,100,98,[],0
229793,100,98,[],0
229794,100,98,[],0
229910,110,104,[],0
229912,100,94,[],41
229922,110,104,[],0
229926,105,102,[],0
229930,100,94,[],0
229936,110,104,[],0
229939,115,108,[],0
231187,300,293,[],97
240040,155,153,[],289
240057,258,239,[],0
240061,350,338,[],50
240065,625,603,[],360
240067,295,283,[],675
241695,350,342,[],234
242060,240,237,[],0
246395,240,234,[],0
249581,530,516,[],0
251042,35,35,[],0
251045,35,35,[],0
252164,84,84,[],299
252171,102,102,[],1052
252943,257,254,[],0
252947,292,289,[],260
252948,280,272,[],0
252950,510,510,[],0
252982,520,502,[],723
253009,320,315,[],293
253063,1024,1006,[],0
257034,220,206,[],119
257863,33,32,[],220
258391,61,59,[],0
258392,115,110,[],0
258403,580,550,[],0
258415,115,113,[],53
258418,125,125,[],0
258421,315,301,[],52
259032,245,234,[],0
262799,155,149,[],2269
262809,925,892,[],29
262811,300,288,[],42
263574,126,124,[],426
263594,65,63,[],136
263599,65,64,[],117
263602,40,39,[],460
263603,140,136,[],592
263606,280,276,[],122
263613,110,108,[],200
263620,35,35,[],0
263642,133,132,[],1072
264328,205,195,[],32
264329,180,171,[],0
264435,80,78,[],507
264437,158,156,[],783
264559,65,64,[],234
264565,45,44,[],451
264567,150,148,[],417
265074,28,28,[],0
265682,10,10,[],71
265688,20,20,[],0
265690,40,38,[],107
265692,58,56,[],0
265693,20,20,[],92
265694,38,36,[],93
265696,65,65,[],0
265698,20,20,[],198
265699,68,65,[],259
265701,20,20,[],32
265702,65,65,[],0
265707,65,65,[],95
265708,100,97,[],77
265712,105,87,[],0
265721,35,33,[],0
265722,109,90,[],0
265726,65,61,[],40
265728,105,87,[],217
265729,135,132,[],41
265770,20,20,[],0
265853,115,112,[],0
265876,12,12,[],7682
265891,35,34,[],58
266335,100,94,[],1051
266531,170,166,[],214
266535,40,38,[],4770
266549,60,59,[],1231
266579,340,331,[],133
266591,75,74,[],0
266595,70,67,[],234
267222,285,275,[],86
267224,255,249,[],70
267227,270,266,[],159
267231,299,289,[],53
267232,285,285,[],0
267234,299,289,[],49
267237,295,285,[],97
267248,285,283,[],0
267263,299,289,[],87
267266,285,275,[],0
267376,78,77,[],111
267381,155,153,[],74
267384,110,109,[],0
267400,140,138,[],248
267426,80,79,[],677
269603,530,507,[],61
271089,520,511,[],58
271119,15,15,[],202
273491,165,162,[],159
273493,165,162,[],229
273494,550,532,[],81
273496,550,532,[],61
273497,550,532,[],200
273590,1175,1155,[],26
274035,10,10,[],786
274037,10,10,[],197
274791,325,317,[],246
274965,910,910,[],0
275254,580,555,[],128
275258,580,555,[],109
275260,1290,1248,[],0
275261,1240,1201,[],42
276661,755,735,[],0
279596,98,95,[],124
280665,745,708,[],324
281594,210,205,[],296
284429,110,107,[],0
284782,115,112,[],0
284783,299,294,[],0
286624,245,232,[],136
288068,30,30,[],0
288922,40,38,[],858
288925,40,38,[],0
288926,40,38,[],0
288927,40,38,[],73
288928,40,38,[],525
288957,960,856,[],0
290185,290,276,[],40
290188,150,146,[],130
290190,75,73,[],181
292388,720,697,[],0
292390,720,697,[],60
292392,720,697,[],0
292394,30,30,[],41
292395,30,30,[],0
292396,30,30,[],111
292398,30,30,[],145
293396,110,107,[],0
295518,168,160,[],0
297461,145,141,[],0
297465,330,319,[],76
297467,260,252,[],144
297481,260,254,[],179
297498,260,254,[],198
297511,260,252,[],90
298436,50,44,[],0
298438,35,31,[],0
305562,120,117,[],342
305790,350,327,[],44
305792,560,522,[],79
306111,288,288,[],0
307018,630,600,[],116
307984,400,381,[],47
307985,140,136,[],74
309773,390,364,[],0
313466,475,448,[],29
313577,80,74,[],1032
313578,960,817,[],37
314285,155,143,[],94
316331,7,7,[],371
316944,380,374,[],0
317131,70,65,[],246
317201,400,378,[],0
319237,95,78,[],205
320300,58,56,[],0
320389,150,144,[],962
321963,545,520,[],70
321964,545,520,[],84
321965,52,51,[],1172
322856,210,203,[],0
322858,280,280,[],0
322863,650,639,[],0
322895,35,35,[],128
325576,295,292,[],0
325736,120,120,[],0
326169,120,94,[],239
327083,975,944,[],0
327084,975,944,[],53
329876,480,443,[],0
329877,20,20,[],662
330773,195,194,[],0
331401,960,891,[],0
331402,960,891,[],0
332140,625,592,[],0
332164,40,39,[],162
332167,40,39,[],36
332173,40,39,[],1199
332174,40,39,[],0
332175,40,38,[],277
332176,960,830,[],0
332177,960,891,[],0
332178,960,891,[],0
332247,45,44,[],1409
332249,285,278,[],1148
332251,165,162,[],593
332546,1080,1051,[],0
332555,165,162,[],165
332557,65,64,[],2563
332571,195,190,[],3764
332577,80,79,[],11373
332580,145,142,[],4738
332583,375,366,[],735
332586,65,63,[],114
332587,165,154,[],0
332588,65,63,[],0
333193,299,289,[],70
333501,75,73,[],301
333503,195,190,[],1580
333505,360,351,[],816
333824,295,273,[],0
335225,270,263,[],67
336254,155,143,[],79
336313,890,866,[],0
336336,600,564,[],51
337000,160,154,[],0
337002,90,87,[],0
337056,125,119,[],0
337711,50,44,[],0
338150,150,144,[],35
338733,270,229,[],40
338737,140,114,[],0
339305,165,159,[],139
339306,165,164,[],0
342445,175,161,[],0
342638,250,238,[],236
342641,235,224,[],315
342830,175,158,[],0
342831,175,168,[],0
343623,20,20,[],0
343625,20,19,[],239
343628,20,19,[],0
344463,105,87,[],558
345034,94,92,[],343
345036,230,225,[],441
345039,88,86,[],223
346547,855,766,[],0
346549,855,810,[],0
346550,855,810,[],0
346554,95,86,[],255
346558,95,93,[],190
346559,95,93,[],75
346561,95,93,[],220
353034,1080,884,[],0
353231,90,81,[],92
353288,90,81,[],46
354112,75,74,[],391
354218,90,90,[],0
354306,350,330,[],0
355217,960,845,[],0
355218,960,886,[],0
356169,175,175,[],0
357179,110,77,[],0
357182,110,109,[],111
357190,20,20,[],61
357240,110,109,[],336
357413,210,210,[],0
357681,290,278,[],35
357847,90,88,[],55
357849,90,88,[],576
357850,90,88,[],195
358788,60,59,[],180
358789,104,101,[],109
359405,20,20,[],286
360361,175,161,[],0
360460,135,130,[],0
362915,240,228,[],88
362916,165,159,[],0
362917,165,159,[],0
363367,385,378,[],0
364591,145,141,[],148
364592,510,484,[],0
365081,288,260,[],319
365676,110,109,[],108
365747,110,109,[],76
365748,20,20,[],217
366484,65,62,[],0
366560,600,564,[],89
366678,149,144,[],0
369167,95,85,[],0
371031,240,233,[],0
371033,300,290,[],70
371113,47,47,[],0
371455,160,160,[],0
371456,195,189,[],56
371458,325,309,[],136
371459,139,135,[],99
372558,120,114,[],8227
372614,120,114,[],467
372617,144,138,[],379
372618,120,115,[],362
372673,300,282,[],40
373065,230,214,[],48
373885,20,20,[],159
374024,195,189,[],45
374307,65,62,[],190
374308,65,62,[],0
374314,115,111,[],386
375612,360,336,[],43
375613,560,522,[],191
376648,140,129,[],121
376821,110,102,[],126
377965,310,300,[],0
378037,20,20,[],0
378180,199,196,[],0
379008,20,20,[],0
379009,20,20,[],61
379010,20,20,[],0
379011,20,20,[],0
379941,170,149,[],47
379942,60,52,[],162
379946,375,299,[],69
379948,350,341,[],91
379949,145,119,[],105
379950,455,366,[],0
379983,170,165,[],0
379985,170,170,[],0
379987,95,92,[],0
381332,500,487,[],523
381335,310,310,[],0
381646,470,402,[],27
382019,100,98,[],504
382130,185,182,[],259
383156,1699,1470,[],0
383278,8400,8254,[],0
384053,33,33,[],0
385728,320,313,[],134
385740,125,125,[],103
385741,215,215,[],0
385742,285,285,[],0
385780,75,74,[],243
385781,190,185,[],110
385782,175,174,[],0
385787,135,129,[],84
385788,165,162,[],101
387315,95,92,[],126
387954,30,30,[],0
390057,50,47,[],1120
390058,140,140,[],0
390087,500,324,[],37
390088,500,371,[],0
391668,120,118,[],0
391756,325,314,[],0
392686,300,284,[],0
393018,22,22,[],0
393019,10,10,[],0
393023,120,116,[],117
393049,10,10,[],0
393051,10,10,[],175
393057,40,39,[],56
393059,10,10,[],63
393063,10,10,[],0
393064,10,10,[],0
394056,360,323,[],78
394080,300,288,[],44
395300,480,468,[],0
395308,720,697,[],0
395325,480,459,[],0
395338,1200,1200,[],0
395420,560,547,[],0
395422,720,634,[],0
397630,110,109,[],0
397631,40,39,[],0
397632,110,110,[],0
397637,120,119,[],0
397640,110,110,[],0
397702,45,44,[],173
397704,45,44,[],108
398014,255,249,[],0
398015,135,133,[],194
400645,60,59,[],1357
400824,635,598,[],97
400830,288,272,[],77
401819,120,118,[],0
402526,95,91,[],0
402529,60,59,[],0
403833,75,66,[],342
403853,20,20,[],678
405853,650,628,[],125
405855,170,162,[],93
405856,88,86,[],0
405891,230,221,[],0
406002,120,117,[],2786
407522,120,95,[],419
408277,600,600,[],0
408279,600,571,[],0
408280,600,571,[],0
408819,125,119,[],0
408820,135,128,[],98
408948,50,49,[],50
408949,50,49,[],0
408950,50,49,[],0
408965,50,49,[],0
411331,30,29,[],195
411332,35,33,[],1076
411333,10,10,[],841
411334,10,10,[],0
411341,40,39,[],72
411351,30,29,[],208
411357,20,20,[],0
411358,20,20,[],67
411361,20,20,[],255
411366,30,29,[],1138
411367,30,29,[],336
411368,30,29,[],240
411580,765,744,[],0
412099,179,173,[],59
412666,288,279,[],125
412745,60,59,[],190
413962,40,39,[],0
413963,40,39,[],86
413964,40,39,[],77
413965,40,39,[],30
415296,10,10,[],0
415728,130,128,[],0
418720,150,145,[],0
422278,252,250,[],0
279819,25,24,[],496
100012,100,98,[],321
101263,90,88,[],42
101306,65,64,[],96
101316,74,72,[],253
101401,100,95,[],83
101489,115,113,[],173
102083,120,115,[],634
102093,72,69,[],766
102102,75,74,[],746
102533,1200,1179,[],50
102569,30,30,[],559
102607,70,68,[],410
102609,70,68,[],332
102610,70,68,[],224
102745,20,20,[],456
102750,20,20,[],515
102753,20,20,[],115
102761,20,20,[],0
102764,20,20,[],273
103683,135,132,[],289
103730,60,59,[],80
103909,120,118,[],73
104179,150,142,[],108
104269,50,49,[],109
104271,50,49,[],182
118544,120,117,[],191
118606,120,114,[],36
119705,165,163,[],182
119709,150,148,[],171
119711,160,158,[],171
122350,175,175,[],0
122620,180,174,[],219
122644,205,198,[],47
122650,170,170,[],0
123659,55,55,[],0
133571,240,234,[],332
135463,125,119,[],0
137385,186,178,[],0
137623,72,69,[],0
140466,282,268,[],0
145130,1152,1100,[],0
146378,85,73,[],56
146514,299,294,[],117
148392,20,20,[],221
149829,60,60,[],111
152450,147,144,[],147
153122,120,117,[],0
156639,160,130,[],0
157375,225,214,[],2190
159705,320,315,[],100
161622,450,427,[],0
161623,450,427,[],0
163055,94,84,[],35
163056,153,140,[],0
163810,312,294,[],0
163920,150,142,[],0
163921,150,142,[],0
165939,199,193,[],94
167814,120,115,[],0
169899,50,49,[],685
171651,183,177,[],0
172206,165,160,[],176
174253,70,68,[],793
174549,342,336,[],0
175118,145,141,[],293
175374,432,432,[],0
177140,435,435,[],0
177150,285,274,[],67
177155,245,235,[],132
177181,200,192,[],0
177307,399,395,[],0
181156,180,180,[],0
181594,320,315,[],88
185568,160,156,[],468
188077,150,142,[],0
188078,150,142,[],0
188079,150,142,[],0
188080,150,142,[],0
188081,150,150,[],0
188082,150,142,[],0
192941,170,165,[],58
205716,50,50,[],0
205717,45,45,[],0
205718,45,45,[],0
205990,320,302,[],38
205991,320,311,[],0
206407,60,58,[],0
206408,60,58,[],298
206416,120,117,[],0
206429,130,127,[],175
206433,120,117,[],122
208345,195,189,[],451
213576,249,225,[],0
214515,150,146,[],231
216871,60,58,[],1062
216877,30,30,[],535
221404,575,565,[],35
221409,575,565,[],0
221410,575,565,[],31
221412,320,315,[],0
221429,320,315,[],40
226990,65,61,[],599
229744,119,117,[],63
229853,125,123,[],102
230634,60,59,[],104
231206,120,115,[],121
233753,110,107,[],157
235168,99,98,[],100
236520,60,59,[],0
236544,480,468,[],0
237218,150,144,[],90
238341,20,20,[],243
238380,20,20,[],0
240147,650,621,[],106
240155,640,612,[],113
249061,175,171,[],184
249062,129,127,[],143
249362,60,58,[],0
249369,20,20,[],252
249449,225,220,[],0
249452,225,220,[],0
251011,210,203,[],45
251018,45,44,[],143
251020,95,93,[],64
251021,125,125,[],0
251026,140,137,[],51
251033,140,137,[],51
251149,140,137,[],63
253860,630,602,[],0
256045,400,379,[],0
257382,175,170,[],276
257852,45,43,[],286
257853,45,43,[],262
257859,40,39,[],68
258053,190,185,[],40
258181,130,127,[],115
258588,50,48,[],315
258599,190,184,[],0
258600,190,184,[],121
258601,190,184,[],94
258602,175,170,[],125
258604,105,101,[],86
260354,65,55,[],140
260422,90,88,[],89
260424,90,88,[],80
260427,90,88,[],143
260429,90,88,[],36
260430,90,88,[],100
260432,90,88,[],97
260433,90,88,[],81
260434,95,92,[],83
260435,90,88,[],97
260439,90,88,[],61
260598,140,134,[],72
261339,150,144,[],69
261515,325,308,[],70
261653,70,65,[],516
263120,32,32,[],503
263122,55,54,[],340
263124,45,44,[],241
263125,30,30,[],325
263126,50,49,[],0
263128,35,34,[],439
263129,47,46,[],0
263363,94,92,[],86
263367,92,90,[],75
263368,94,92,[],51
263369,120,117,[],71
263515,80,78,[],397
263521,46,45,[],286
263524,68,65,[],723
263575,65,63,[],161
263586,20,20,[],851
263593,30,30,[],1317
263597,60,58,[],415
263654,25,24,[],142
264453,34,33,[],240
264454,80,78,[],402
264456,95,92,[],242
264460,46,44,[],954
264461,50,48,[],388
264465,60,59,[],0
264466,60,59,[],106
264468,30,30,[],795
264513,25,25,[],163
264589,45,44,[],195
264595,25,25,[],198
264597,32,32,[],818
264601,42,41,[],450
264980,60,59,[],201
264981,72,69,[],352
264982,60,59,[],43
264983,60,59,[],112
265381,100,98,[],547
265930,25,25,[],221
265939,31,31,[],151
265940,75,73,[],194
265941,31,31,[],109
265942,70,68,[],61
265943,92,90,[],41
265947,80,76,[],1427
265948,42,41,[],406
265950,52,51,[],105
265951,120,120,[],0
265953,130,126,[],176
265954,125,121,[],179
265956,50,49,[],202
265957,130,126,[],70
265959,120,117,[],70
265960,52,51,[],101
265961,50,49,[],112
265962,52,51,[],56
265963,52,51,[],80
265965,195,189,[],765
265966,105,102,[],529
265967,130,126,[],130
265968,55,54,[],211
265970,70,68,[],163
265971,76,74,[],52
265978,16,16,[],362
265979,120,117,[],40
265980,110,107,[],78
265983,110,107,[],61
265987,135,130,[],124
265991,110,107,[],67
265994,99,96,[],64
265997,99,96,[],77
265998,110,107,[],57
266000,100,97,[],73
266005,65,64,[],136
266006,130,126,[],80
266009,150,145,[],99
266010,150,145,[],127
266011,130,126,[],207
266014,50,49,[],407
266015,90,88,[],155
266016,90,88,[],89
266017,90,89,[],80
266018,115,112,[],106
266056,62,62,[],148
266057,62,62,[],0
266071,24,24,[],361
266096,94,93,[],629
266101,102,101,[],134
266103,115,114,[],169
266105,107,106,[],145
266109,96,95,[],1550
266112,72,72,[],2105
266122,77,75,[],1027
266151,45,45,[],251
266156,240,232,[],0
266157,15,15,[],123
266160,12,12,[],6593
266162,44,44,[],1650
266165,24,24,[],230
266170,28,28,[],368
266283,130,126,[],313
266286,22,22,[],656
266291,27,26,[],484
266292,63,62,[],254
266293,80,78,[],378
266294,60,59,[],141
266323,66,65,[],115
266419,100,100,[],0
266421,112,109,[],0
266428,50,49,[],205
266429,40,39,[],200
266437,25,25,[],174
266439,99,97,[],196
266474,77,76,[],216
266541,99,97,[],0
266543,68,67,[],316
266545,60,59,[],180
266547,20,20,[],1654
266555,105,103,[],119
266557,55,55,[],419
266560,55,55,[],474
266570,105,103,[],180
266577,155,149,[],599
267156,40,39,[],105
267157,40,39,[],888
267256,75,73,[],0
267345,40,39,[],42
267346,40,39,[],313
267347,40,39,[],0
267349,30,30,[],71
267392,24,24,[],926
268315,85,85,[],0
268653,45,43,[],2016
268654,19,19,[],544
268686,49,48,[],319
268690,89,86,[],164
268691,207,195,[],646
268700,320,312,[],39
268978,60,59,[],210
269234,85,83,[],0
269606,30,30,[],0
269608,22,22,[],1467
270026,100,98,[],944
270030,50,49,[],125
270080,60,60,[],0
270378,30,30,[],203
270484,35,34,[],1601
270486,70,67,[],397
270508,60,59,[],139
270509,55,55,[],151
270510,60,59,[],151
270512,60,59,[],164
270514,32,32,[],155
270516,55,55,[],84
270522,55,55,[],161
270545,15,15,[],180
270546,15,15,[],165
270616,70,67,[],299
270623,105,105,[],0
270633,115,113,[],0
270634,220,214,[],0
270726,60,58,[],138
270727,120,115,[],215
270729,120,115,[],50
270743,60,60,[],0
270891,60,58,[],55
270896,150,145,[],0
271205,75,74,[],68
271240,125,125,[],0
271675,60,60,[],422
272753,720,717,[],0
273005,25,25,[],0
273489,350,350,[],0
273808,99,97,[],43
273809,195,190,[],111
273864,40,39,[],212
274864,315,299,[],82
274867,315,299,[],58
274921,100,94,[],0
274927,100,94,[],0
274928,320,320,[],0
274929,100,94,[],0
274930,100,94,[],0
274933,100,94,[],0
274934,80,76,[],0
274936,80,76,[],0
274985,149,142,[],385
274988,149,142,[],395
275077,35,35,[],0
275198,190,184,[],101
276384,45,33,[],1247
276385,45,38,[],1114
276388,45,33,[],1125
276394,30,27,[],183
276413,58,58,[],0
277180,200,194,[],44
277181,230,222,[],0
277866,175,170,[],0
277876,50,49,[],0
279022,79,77,[],0
279023,79,77,[],227
279024,89,87,[],201
279025,89,87,[],180
279026,79,79,[],0
279037,49,49,[],0
279038,150,141,[],0
279207,75,75,[],0
279324,130,120,[],0
279327,175,168,[],38
279349,340,320,[],26
279351,285,285,[],0
279354,120,120,[],0
279356,25,24,[],457
279367,25,24,[],644
279403,107,105,[],36
279407,15,15,[],191
280474,100,95,[],0
280915,220,213,[],30
280967,220,213,[],56
280970,220,215,[],0
281026,20,20,[],2445
281674,149,144,[],46
282565,49,47,[],699
282598,49,47,[],353
282869,106,94,[],0
282872,202,179,[],29
282875,128,114,[],0
282876,106,94,[],0
283160,99,91,[],0
283165,99,91,[],42
283307,125,121,[],198
283310,118,115,[],52
283470,75,72,[],310
283890,50,48,[],102
283896,50,48,[],224
283905,50,49,[],219
283907,50,48,[],67
283914,50,48,[],165
284035,165,153,[],94
284056,60,59,[],0
284102,190,180,[],298
284104,225,214,[],423
284137,99,97,[],93
284142,99,98,[],82
284148,247,239,[],295
284193,145,132,[],0
284196,120,105,[],36
284247,130,105,[],613
284405,267,258,[],516
284406,75,73,[],0
284408,70,68,[],106
284409,70,68,[],148
284411,100,95,[],50
285138,400,329,[],43
285258,75,72,[],193
286082,35,34,[],4704
286584,250,216,[],107
286586,250,216,[],72
286591,28,28,[],502
286592,30,27,[],288
286595,30,27,[],268
286596,150,122,[],377
286601,150,122,[],192
287005,12,12,[],2367
287006,46,45,[],8448
287646,135,130,[],57
288506,150,146,[],0
288833,110,107,[],59
288838,115,110,[],62
288840,110,107,[],68
288848,85,83,[],54
288854,55,54,[],52
288861,60,59,[],88
288863,99,96,[],168
289237,300,300,[],0
291238,65,65,[],0
291244,55,54,[],126
291247,55,54,[],243
292223,160,152,[],92
293388,10,10,[],514
293630,30,30,[],0
293717,15,15,[],1356
293718,15,15,[],1167
293755,60,59,[],144
294904,140,136,[],30
294955,1270,1235,[],0
295224,110,108,[],86
295227,91,89,[],71
295229,55,54,[],64
295230,91,89,[],41
295232,69,66,[],60
295233,69,66,[],27
295235,93,91,[],43
295236,55,54,[],82
295237,69,66,[],56
295238,55,54,[],45
295239,91,89,[],64
295240,95,93,[],0
295241,55,54,[],57
295242,115,113,[],36
295244,105,103,[],253
295245,55,54,[],43
295246,55,54,[],98
295248,55,54,[],56
295630,130,120,[],833
295652,215,207,[],45
295659,215,207,[],35
295669,199,192,[],68
295679,210,201,[],42
295687,210,201,[],59
295743,37,37,[],97
296298,35,34,[],141
297579,175,175,[],0
297699,30,30,[],0
298245,125,110,[],0
298247,112,99,[],0
298248,115,102,[],0
298685,55,54,[],318
299035,80,80,[],0
299290,25,25,[],522
299449,105,103,[],90
299451,65,64,[],185
300279,50,49,[],68
300345,50,48,[],0
301331,75,75,[],0
302099,60,59,[],0
302121,30,30,[],0
302124,109,107,[],0
302127,109,107,[],160
302129,109,106,[],63
302131,109,107,[],68
302140,225,220,[],79
302150,109,107,[],133
302151,89,85,[],196
303122,180,171,[],78
303124,250,238,[],72
303127,180,171,[],72
303129,250,238,[],67
303137,250,238,[],109
303219,250,238,[],99
304212,440,425,[],59
304510,35,35,[],312
304511,35,35,[],303
305595,240,232,[],58
305596,240,232,[],82
305893,190,180,[],312
305895,175,167,[],49
305897,75,72,[],29
306260,15,15,[],766
307560,285,275,[],0
307561,285,275,[],199
307724,359,350,[],0
307727,599,516,[],0
308049,15,15,[],816
308108,49,47,[],242
308122,205,200,[],80
308291,45,33,[],407
308368,30,27,[],76
308370,30,27,[],0
308467,15,15,[],0
308568,25,25,[],332
308575,25,25,[],66
308585,25,25,[],0
308590,30,30,[],707
308595,25,25,[],0
308597,40,39,[],353
308599,25,25,[],386
308709,210,205,[],0
308710,190,188,[],0
308715,210,205,[],77
308720,160,156,[],49
309153,100,96,[],0
310182,11,11,[],613
310897,186,186,[],0
310941,186,186,[],0
311012,45,45,[],0
311607,65,64,[],58
311608,120,117,[],83
311782,195,189,[],65
312568,40,39,[],444
313967,30,30,[],0
314025,30,30,[],3164
314027,30,30,[],916
314030,35,35,[],143
314040,30,30,[],46738
314134,99,96,[],0
314517,15,15,[],998
314538,304,269,[],0
314904,120,117,[],481
314914,165,160,[],96
314915,160,155,[],76
315451,180,174,[],0
316089,149,142,[],640
316249,160,156,[],0
316329,135,132,[],0
316422,560,531,[],0
317804,240,234,[],0
317851,100,94,[],0
318057,70,69,[],0
318062,190,188,[],0
319054,100,95,[],70
319067,100,95,[],401
319692,399,393,[],0
319695,290,280,[],27
319697,360,342,[],73
319721,85,83,[],0
319722,85,83,[],0
319729,25,24,[],116
320287,85,83,[],50
320395,60,59,[],236
320462,215,210,[],175
320559,80,80,[],0
320943,30,30,[],0
321685,30,30,[],663
321894,30,30,[],214
321896,50,49,[],129
321897,25,25,[],342
321904,50,49,[],39
321917,50,49,[],232
321929,120,118,[],315
321929CB,240,207,[],0
322016,640,607,[],709
322034,30,30,[],246
322794,30,30,[],816
322795,30,30,[],0
322797,30,30,[],1764
323065,99,96,[],128
323573,110,110,[],0
324019,60,58,[],120
324021,60,58,[],71
324099,35,33,[],73
324644,285,278,[],246
324645,205,200,[],92
325184,70,70,[],0
325185,50,49,[],0
325186,70,70,[],0
325189,70,70,[],0
325207,75,72,[],118
325212,80,80,[],265
326420,20,20,[],508
326567,140,135,[],195
326594,25,25,[],161
326595,33,33,[],719
326596,33,33,[],715
326598,25,25,[],414
326599,33,33,[],549
326600,33,33,[],406
326603,25,25,[],282
326605,10,10,[],467
326778,10,10,[],1142
326782,10,10,[],866
326783,10,10,[],927
326784,10,10,[],825
326785,10,10,[],928
328467,60,59,[],185
328562,120,117,[],243
328565,180,175,[],76
328917,114,111,[],276
330190,65,64,[],590
330192,45,43,[],200
330193,45,43,[],363
330535,480,456,[],256
330948,115,113,[],334
331100,595,585,[],116
331105,599,589,[],119
331108,575,565,[],120
331111,575,565,[],119
331383,30,30,[],0
331541,40,39,[],1568
332207,75,73,[],70
332210,170,147,[],0
332212,75,72,[],57
332219,75,73,[],133
332233,139,134,[],48
332350,150,145,[],0
332373,60,59,[],0
332399,60,58,[],0
332520,100,95,[],299
332524,100,100,[],0
332529,100,95,[],548
332638,60,59,[],883
332690,60,58,[],294
332696,60,58,[],201
332697,60,58,[],158
332706,60,59,[],32
332712,60,58,[],104
332738,60,59,[],0
333044,140,137,[],141
333101,50,49,[],695
333122,100,98,[],180
333176,60,59,[],81
333184,50,50,[],0
333346,145,142,[],230
333347,205,200,[],109
333349,310,302,[],100
333401,750,747,[],0
333586,600,600,[],0
333820,100,90,[],0
333826,220,157,[],0
333927,60,58,[],389
333930,60,58,[],0
333932,60,58,[],164
333934,33,33,[],475
334089,200,190,[],0
334089CB,400,280,[],0
334093,199,196,[],85
334093CB,398,280,[],0
334213,33,33,[],512
334379,225,212,[],56
334525,210,207,[],88
334537,55,54,[],182
334544,55,54,[],94
334553,55,53,[],138
334556,210,207,[],75
334621,120,116,[],0
334624,169,164,[],0
334626,169,164,[],38
334665,78,74,[],221
334778,600,579,[],0
335110,99,98,[],656
335114,99,96,[],221
335288,180,174,[],488
335479,720,701,[],0
335516,110,105,[],379
335555,75,73,[],0
335556,75,73,[],339
335566,750,747,[],0
335733,320,308,[],59
335737,320,308,[],35
335872,80,78,[],0
336183,50,49,[],936
336185,50,49,[],115
336277,20,20,[],0
336321,300,282,[],283
336429,169,162,[],64
336430,310,305,[],184
336509,720,708,[],540
336866,960,923,[],26
336867,960,923,[],38
337064,50,50,[],0
337184,49,47,[],195
337189,130,127,[],142
337383,110,109,[],150
